geoid,name,land_area,total,airport,cement,cmv,commercial,elec_prod,industrial,nonroad,onroad,rail,residential
71236,"Portland, IN",7668864,14558,0,0,0,2578,0,2921,644,6983,20,1410
71263,"Portland, ME",352916391,774165,7350,0,67737,174662,40958,55911,32261,275944,390,118950
71290,"Portland, MI",9035182,7908,0,0,0,177,0,52,192,6609,0,876
71317,"Portland, OR--WA",1358106723,3511209,101496,0,7244,287181,0,563458,305326,1881851,11975,352675
71344,"Portland, TN--KY",23553161,22614,0,0,0,618,0,4415,1071,15256,494,757
71371,"Port Lavaca, TX",14285913,18442,0,0,10,963,0,1031,1140,14340,0,956
71398,"Portola, CA",3746092,8651,0,0,0,0,0,0,14,7576,1022,38
71452,"Port St. Joe, FL",7439951,7264,0,0,34,193,0,86,337,6423,2,186
71479,"Port St. Lucie, FL",538904073,1161407,7564,0,4352,23760,959,450701,76424,593982,847,2815
71506,"Portsmouth, NH--ME",240219192,592228,6350,0,43020,36065,248160,39677,14797,150588,184,53381
71533,"Portsmouth, OH--KY",51541662,83535,0,0,605,7265,0,4812,2820,54441,3215,10374
71560,"Port Townsend, WA",12370412,12466,15,0,0,3933,0,0,1015,6458,0,1043
71614,"Post, TX",4776745,1448,0,0,0,34,0,15,99,1117,78,103
71641,"Poteau, OK",14047517,16929,0,0,0,983,0,2445,274,11931,429,863
71668,"Poteet, TX",3378052,1084,0,0,0,28,0,16,50,941,0,48
71695,"Potosi, MO",7190739,10151,0,0,0,182,0,446,80,9251,6,184
71722,"Potsdam, NY",8645056,9126,0,0,0,3672,0,11,300,3298,60,1783
71749,"Pottstown, PA",204080828,174778,3036,0,0,18892,1354,18386,12503,84235,497,35871
71776,"Pottsville, PA",59867506,85644,62,0,0,6020,41,31257,3267,30051,40,14902
71803,"Poughkeepsie--Newburgh, NY--NJ",849043542,1012463,38910,0,3615,88095,128262,24934,37875,528124,7835,154807
71830,"Powell, WY",6356938,9472,16,0,0,2218,0,0,623,4931,6,1677
71857,"Prairie du Chien, WI--IA",11629909,23515,0,0,9,1042,2,1479,452,16187,3011,1331
71884,"Prairie du Sac--Sauk City, WI",8855290,11940,0,0,0,1105,0,729,402,8372,31,1298
71911,"Prairie Grove, AR",3884016,3210,0,0,0,431,0,0,198,2245,0,334
71938,"Prairie View, TX",12932245,5618,0,0,0,1750,0,3,283,3481,31,67
71965,"Pratt, KS",7155826,7510,0,0,0,649,437,41,213,4424,490,1253
72019,"Premont, TX",2733128,2060,0,0,0,237,0,15,77,1567,0,163
72073,"Prescott, AR",4806858,4665,0,0,0,326,0,0,83,4033,113,108
72100,"Prescott, WI",4328336,3034,0,0,0,136,0,14,156,2220,0,506
72112,"Prescott Valley--Prescott, AZ",132111746,122198,27,0,0,28039,0,0,9012,75041,0,10077
72120,"Presidential Lakes Estates, NJ",3063154,6956,11,0,0,4441,0,1,83,1576,0,841
72127,"Presidio, TX",5568869,1889,0,0,0,95,0,0,164,1473,5,148
72154,"Presque Isle, ME",13922076,28641,610,0,0,1234,0,16231,525,8516,41,1480
72181,"Preston, ID",7753555,2246,0,0,0,242,0,188,127,1280,22,384
72208,"Prestonsburg, KY",13025298,10265,743,0,0,820,0,0,294,6948,1051,406
72235,"Price, UT",24718037,22684,0,0,0,1852,0,494,604,16067,808,2857
72244,"Priceville, AL",9717927,5041,0,0,0,47,0,527,63,4342,0,61
72253,"Prince Frederick, MD",24189176,10437,0,0,0,757,0,82,608,8635,0,353
72262,"Princess Anne, MD",9192338,7300,0,0,0,675,70,19,311,5582,13,625
72289,"Princeton, IL",14123751,32709,28,0,0,1027,0,1294,859,24330,1939,3230
72316,"Princeton, IN",10035908,22110,0,0,0,1779,0,2488,1463,12091,2376,1912
72343,"Princeton, KY",12591576,5566,918,0,0,497,0,0,247,3115,19,766
72370,"Princeton, MN",8396608,12675,0,0,0,467,0,431,523,10611,0,642
72410,"Princeville, HI",6521176,763,0,0,0,161,0,14,407,59,0,118
72424,"Prineville, OR",16410568,11843,14,0,0,927,0,2183,789,7233,6,687
72505,"Providence, RI--MA",1411577111,5378629,25928,0,12662,1153628,1443798,817846,136391,1108686,1309,678377
72532,"Provincetown, MA",5123009,7362,0,0,3,1547,0,41,537,2438,0,2793
72559,"Provo--Orem, UT",437449479,1513635,10806,0,0,134503,478683,136248,43739,588630,3251,117772
72586,"Pryor Creek, OK",14279882,28090,14,0,0,1916,0,2820,516,20891,193,1737
72613,"Pueblo, CO",192526397,384197,22090,0,0,43196,91,86866,11515,155995,3621,60820
72640,"Pukalani--Makawao--Haiku-Pauwela, HI",54616778,4106,0,0,0,1032,0,1536,1310,30,0,197
72667,"Pulaski, TN",13458616,13249,0,0,0,649,0,3337,552,7983,19,707
72694,"Pulaski, VA",31330333,36375,0,0,0,1518,0,14660,2079,15288,366,2462
72721,"Pulaski, WI",3778134,3965,0,0,0,222,0,787,230,2190,0,534
72748,"Pullman, WA",17691744,19430,0,0,0,2335,111,0,2584,12073,22,2303
72775,"Punxsutawney, PA",10081138,10048,0,0,0,1129,0,1041,960,3426,26,3464
72829,"Purcell, OK",10410411,19422,14,0,0,1039,0,720,280,16448,16,901
72856,"Purcellville, VA",16649728,9095,0,0,0,1084,0,655,1822,4575,0,957
72910,"Quarryville, PA",18487612,7154,0,0,0,671,0,67,414,4914,0,1086
72937,"Quartzsite, AZ",7277863,6480,0,0,0,9,0,0,2,6464,0,4
73018,"Quincy, FL",20490874,14874,13,0,0,395,0,557,356,12749,466,336
73045,"Quincy, IL",60952675,113748,14,0,0,17036,0,25112,7231,43811,1268,19272
73072,"Quincy, WA",7607249,3902,15,0,0,107,0,0,362,3130,219,66
73126,"Quitman, GA",7755894,3217,0,0,0,203,0,30,123,2589,67,203
73136,"Quitman, TX",8113239,2567,48,0,0,268,0,20,179,1891,0,159
73153,"Racine, WI",128190679,287421,6499,0,4,24807,4073,79967,15553,97963,1127,57424
73245,"Rainbow Lakes Estates, FL",16324693,8254,0,0,1,44,0,28,196,7925,19,38
73261,"Raleigh, NC",1342051313,2044861,78010,0,0,167664,530,178061,161796,1327122,2980,128694
73288,"Ramona, CA",48520922,16962,0,0,0,620,0,27,2664,12377,0,1273
73300,"Ramseur, NC",7901592,4007,0,0,0,53,0,51,126,3680,0,95
73315,"Rancho Calaveras--Valley Springs, CA",19925624,12123,0,0,0,3,0,2,394,11486,0,236
73342,"Rancho Murieta, CA",10761350,2277,0,0,0,198,0,20,170,1547,0,340
73369,"Rantoul, IL",18318916,26532,3019,0,0,1726,0,1827,1917,11394,1486,5160
73396,"Rapid City, SD",109245306,130307,19,0,0,15037,816,2352,6755,86254,128,18943
73423,"Rathdrum, ID",6737900,8096,0,0,0,48,0,204,215,4966,2444,216
73450,"Raton, NM",9742653,14375,0,0,0,808,0,617,271,11413,9,1254
73477,"Ravena, NY",11105729,11595,0,0,3,682,0,8,340,7517,779,2263
73504,"Ravenswood, WV",5143530,6302,0,0,1,1346,0,53,48,4370,25,456
73531,"Rawlins, WY",11857489,24141,16,0,0,3392,6,0,724,15891,1906,2204
73554,"Raymond, MS",7252872,4046,0,0,0,129,0,0,58,3777,0,80
73585,"Raymond, WA",6652286,2746,15,0,0,52,0,0,73,2567,0,37
73612,"Raymondville, TX",15240306,8280,0,0,0,860,0,140,489,5989,46,754
73639,"Rayne, LA",13157668,25221,47,0,0,524,0,8932,402,14296,194,824
73666,"Rayville, LA",6342991,7073,22,0,0,169,0,1191,63,5312,230,83
73693,"Reading, PA",269039037,908945,11147,0,0,50661,425443,80756,26753,216568,2851,94762
73720,"Red Bluff, CA",23736844,89647,0,0,0,1509,0,2055,621,82456,657,2347
73747,"Red Bud, IL",5869757,7004,14,0,0,389,45,1302,151,4650,0,450
73774,"Redding, CA",184033480,383813,21992,0,0,47589,34,65341,7157,219758,4212,17727
73828,"Red Hook, NY",18367229,10087,0,0,1,724,0,33,1240,6689,0,1398
73882,"Redmond, OR",35218207,34060,7719,0,0,1969,0,3665,4603,14754,231,1115
73909,"Red Oak, IA",6755271,6657,20,0,0,1098,0,879,333,2889,258,1177
73936,"Red Springs, NC",7984636,2788,0,0,0,173,0,10,85,2331,0,186
73963,"Red Wing, MN",18769525,29024,0,0,0,3100,834,5203,1069,13457,385,4972
73990,"Redwood Falls, MN",6977329,8130,0,0,0,856,119,51,228,5852,2,1019
74044,"Reedley--Dinuba, CA",29675228,40107,42,0,0,3125,0,14388,1995,14714,7,5833
74071,"Reedsburg, WI",12435275,13019,2007,0,0,1402,0,554,709,6793,35,1514
74098,"Reedsport, OR",6193025,7381,14,0,0,255,0,1490,253,5032,4,330
74125,"Refugio, TX",3765450,2175,0,0,0,249,0,16,141,1422,91,254
74142,"Reidsville, GA",8698500,1520,0,0,0,23,0,0,34,1439,0,22
74152,"Reidsville, NC",29270993,28366,0,0,0,2345,0,4032,1159,17594,666,2568
74179,"Reno, NV--CA",426106972,955376,69816,0,0,100022,0,87693,95568,467484,3172,131618
74206,"Rensselaer, IN",7429425,14506,12,0,0,1516,668,394,512,9902,111,1387
74260,"Rexburg, ID",18210818,44266,5454,0,0,4030,2645,12204,1979,14057,92,3801
74287,"Reynoldsville, PA",4160056,3144,0,0,0,216,0,253,215,1208,6,1244
74314,"Rhinebeck, NY",5156369,3960,0,0,0,670,0,8,212,2484,0,584
74341,"Rhinelander, WI",22685950,139577,4784,0,0,2501,58159,57872,1615,12466,30,2146
74368,"Rice Lake, WI",16540088,16239,13,0,0,1758,0,432,1146,10039,82,2767
74395,"Richfield, UT",6856555,14154,0,0,0,2899,0,144,420,9237,0,1451
74449,"Richgrove, CA",741346,230,0,0,0,1,0,0,26,122,0,79
74557,"Richland Center, WI",7124116,16898,0,0,0,571,0,9619,439,5126,0,1141
74584,"Richlands, VA",21366581,8766,12,0,0,637,0,443,369,5854,380,1068
74601,"Richlands South, NC",25764455,17028,12494,0,0,24,0,26,1461,2977,0,44
74638,"Richmond, IN--OH",62473553,121578,0,0,0,7638,17556,9720,5641,64783,2922,13314
74665,"Richmond, KY",42627188,51519,0,0,0,6330,10,1380,2648,37962,555,2632
74692,"Richmond, MI",8797306,9905,0,0,0,1663,0,210,687,4102,163,3078
74719,"Richmond, MO",8947271,19200,0,0,0,234,0,44,212,18176,139,393
74746,"Richmond, VA",1276045671,4642191,31049,0,2401,200075,2715059,155590,119329,1208612,9351,200721
74827,"Ridgecrest, CA",46917143,44042,31,0,0,7853,0,85,1049,28168,0,6852
74840,"Ridgefield, WA",5696580,2701,0,0,10,101,0,0,184,1856,377,172
74854,"Ridgeland, SC",14112271,10830,0,0,0,122,0,61,245,10256,95,49
74881,"Ridge Manor, FL",7873973,2036,0,0,0,39,0,11,205,1757,0,22
74908,"Ridgway, PA",8018906,6654,0,0,0,633,0,735,554,2532,25,2173
74935,"Rifle, CO",10189367,8904,12,0,0,454,0,0,876,5247,176,2137
74962,"Rigby, ID",21675600,8058,2044,0,0,396,0,427,590,3711,104,784
74989,"Rincon, GA",21287841,13453,0,0,0,281,0,1903,2451,8477,197,143
75016,"Rio Bravo--El Cenizo, TX",12274118,2552,0,0,0,59,0,0,455,1973,0,64
75043,"Rio Dell, CA",4760299,4675,0,0,0,56,0,312,45,3638,17,604
75072,"Rio Grande City--Roma, TX",69507001,33541,0,0,0,3026,0,116,3552,25799,44,1000
75080,"Rio Hondo, TX",9457707,2366,0,0,11,62,0,7,177,2054,3,49
75089,"Rio Rico Northeast, AZ",4578816,1069,0,0,0,14,0,0,138,905,0,10
75097,"Rio Vista, CA",8203895,6248,0,0,0,308,0,566,187,4646,0,539
75124,"Ripley, MS",8392867,12320,0,0,0,666,0,3569,167,7413,13,491
75151,"Ripley, TN",24274824,14449,13,0,0,538,0,2340,1075,8403,458,1618
75178,"Ripley, WV",9968154,6761,14,0,0,2892,0,334,110,3082,0,327
75205,"Ripon, WI",9594201,16030,0,0,0,914,0,7023,1211,5964,48,868
75270,"Riverdale, CA",2306821,406,0,0,0,52,0,0,93,128,0,131
75286,"River Falls, WI",19824267,18830,13,0,0,3468,0,328,1240,10098,0,3681
75340,"Riverside--San Bernardino, CA",1412019715,4142608,30149,68983,0,212595,674522,588565,97513,2189483,48576,232219
75367,"Riverton, WY",18383879,27580,0,0,0,5872,0,6,861,17669,23,3146
75394,"Roanoke, AL",10969274,10451,0,0,0,262,0,2978,270,6547,127,264
75421,"Roanoke, VA",321621975,413434,7965,0,0,48459,52,31089,25591,248695,7412,44167
75448,"Roanoke Rapids, NC",42150769,918730,27,0,0,2306,166229,720052,1486,23551,753,4323
75475,"Roaring Spring, PA",18579706,51815,12,0,0,689,0,39274,715,9095,45,1982
75502,"Robertsdale, AL",18084749,9695,0,0,0,185,0,1092,593,7749,0,74
75529,"Robinson, IL",13943726,335335,14,0,0,1230,0,315343,969,14450,88,3238
75556,"Robstown, TX",8985624,15737,0,0,0,833,0,189,695,12656,127,1234
75583,"Rochelle, IL",19632910,50850,14,0,0,679,417,8942,1195,29616,6936,3047
75610,"Rochester, IN",11135598,17158,0,0,0,926,0,726,990,12326,104,2083
75637,"Rochester, MN",130636755,331389,3701,0,0,51057,41520,34414,21409,133670,56,45560
75664,"Rochester, NY",840006639,2049650,38337,0,12,244670,262900,226956,104060,759281,11827,401603
75691,"Rockdale, TX",8214490,8085,0,0,0,567,0,971,729,5021,245,549
75718,"Rockford, IL",395930838,754399,18570,0,0,59653,38773,184181,44745,263336,1199,143938
75732,"Rockford, MN",6842546,5844,0,0,0,426,2,591,370,2427,345,1679
75745,"Rock Hill, SC",247693604,195204,12221,0,0,12320,19,10585,17096,129980,841,12138
75772,"Rockingham--Hamlet, NC",64516249,60862,27,0,0,2708,4,10810,2318,38506,2335,4150
75799,"Rockland, ME",16207933,25070,0,0,607,2181,0,10707,1137,6348,50,4036
75826,"Rockmart, GA",18353263,10831,0,0,0,394,0,1747,681,6670,516,821
75853,"Rockport, TX",42478692,37777,19528,0,57,1589,0,76,1323,13331,0,1871
75880,"Rock Springs, WY",36421691,56772,16,0,0,6834,0,25,1493,40789,1763,5850
75907,"Rock Valley, IA",4062966,4943,20,0,0,541,0,1861,221,1939,0,359
75934,"Rockville, IN",12024225,6459,0,0,0,187,0,18,168,5612,0,472
75961,"Rocky Ford, CO",4576400,4410,0,0,0,241,38,0,150,2375,398,1205
75988,"Rocky Mount, NC",119103583,134236,27,0,0,8678,0,7015,4540,95007,6871,12095
76015,"Rocky Mount, VA",18875771,55295,12,0,0,1144,0,39585,1352,12132,215,852
76042,"Rogers City, MI",3636104,3133,0,0,1,229,0,58,149,2095,0,600
76059,"Rogersville, MO",3349936,11287,0,0,0,28,0,3,54,10869,251,80
76069,"Rogersville, TN",15587307,12258,13,0,0,489,0,1354,457,9487,0,456
76123,"Rolla, MO",27080579,46845,0,0,0,6041,0,233,1480,36440,155,2493
76177,"Romancoke, MD",9839040,1744,68,0,4,106,0,65,203,907,0,387
76204,"Rome, GA",123471122,136552,0,0,0,7664,0,10733,6722,96376,2090,12963
76231,"Rome, NY",56261894,89386,18696,0,0,11959,0,4710,2878,31922,330,18888
76258,"Roosevelt, UT",8133376,7469,0,0,0,1331,0,44,210,5311,0,571
76285,"Rosamond, CA",16412378,19239,2514,0,0,801,0,8,679,13734,101,1400
76312,"Roseau, MN",6475090,9027,0,0,0,474,27,5491,423,2178,18,414
76339,"Roseburg, OR",49864956,63111,4769,0,0,3085,0,6168,2348,43240,22,3474
76366,"Rose Hill, KS",2874328,2086,0,0,0,52,0,34,63,1476,268,190
76447,"Roswell, NM",69920748,63507,7100,0,0,9706,0,8423,2709,25124,28,10414
76474,"Round Lake Beach--McHenry--Grayslake, IL--WI",395497399,435221,199,0,0,29272,0,48894,61951,186697,7997,100208
76501,"Roxboro, NC",18808164,56428,0,0,0,1369,48179,312,1039,4227,53,1245
76528,"Roxborough Park, CO",6438830,4165,0,0,0,96,0,0,636,2563,0,869
76582,"Royston, GA",7209180,7583,0,0,0,225,0,31,79,7071,10,165
76595,"Ruckersville, VA",17822962,6222,0,0,0,143,0,99,391,5067,0,520
76609,"Rugby, ND",3888429,3231,0,0,0,1080,0,55,301,1005,28,761
76636,"Ruidoso, NM",22407138,13015,14,0,0,1000,0,246,472,10012,0,1268
76663,"Ruleville, MS",3477990,2336,0,0,0,170,0,0,72,1769,0,324
76690,"Rumford, ME",5057024,174371,0,0,0,646,128044,40345,184,3260,2,1888
76717,"Running Springs, CA",6865725,4721,0,0,0,121,0,5,107,3381,0,1104
76744,"Rupert, ID",8140469,18970,17,0,0,463,12723,314,246,4846,59,299
76759,"Rush City, MN",7692109,2226,599,0,0,46,0,158,117,1170,8,125
76771,"Rushville, IL",3544267,9826,0,0,0,169,0,2,112,8706,0,835
76798,"Rushville, IN",10903680,9685,12,0,0,595,0,154,463,6813,160,1486
76825,"Rusk, TX",8040252,4402,0,0,0,258,0,46,89,3846,10,149
76852,"Russell, KS",5348405,4046,0,0,0,358,7,142,155,2232,128,1021
76879,"Russells Point, OH",13895170,14021,0,0,0,250,0,683,387,11537,0,1162
76906,"Russellville, AL",19692316,26450,0,0,0,722,0,1752,316,22802,107,750
76933,"Russellville, AR",62523585,58135,33,0,0,10483,0,1496,2765,39348,500,3508
76960,"Russellville, KY",17805942,13553,0,0,0,908,0,1638,377,9766,40,821
76987,"Ruston, LA",61509764,75065,0,0,0,3336,9120,14666,2092,42162,942,2745
77014,"Rutland, VT",31777805,40668,15,0,0,6680,67,1835,1968,19534,81,10485
77027,"Sabetha, KS",4405125,3033,0,0,0,111,133,764,140,1396,268,218
77041,"Sabina, OH",2971937,2367,0,0,0,23,0,178,46,2074,7,36
77068,"Sacramento, CA",1220744083,2769903,29692,0,5487,206174,300104,137625,94633,1692908,22138,281138
77095,"Safford, AZ",33673077,21834,13,0,0,3315,0,0,845,15324,71,2263
77149,"Saginaw, MI",184441785,300409,16,0,0,45875,0,32272,15031,140523,665,66024
77161,"Sahuarita--Green Valley, AZ",59142405,49298,0,0,0,2423,0,0,3606,38995,35,4236
77176,"St. Albans, VT",10855059,24317,0,0,0,8274,0,4319,763,4455,24,6479
77203,"St. Anthony, ID",4694567,1905,0,0,0,130,0,12,110,1435,31,184
77230,"St. Augustine, FL",111608076,142028,18119,0,426,6776,0,1560,15405,98537,488,714
77284,"St. Charles, MN",4269380,2632,0,0,0,41,6,13,45,2444,13,66
77311,"St. Clair, MO",9767732,32110,502,0,0,183,0,652,401,30025,127,216
77338,"St. Cloud, MN",129987390,348506,0,0,176,34325,71,114522,13386,149626,2900,33497
77365,"Ste. Genevieve, MO",6353501,24243,12,0,0,128,0,2541,281,21031,40,207
77392,"St. Francis, MN",12541190,7403,0,0,0,229,0,201,538,5858,0,575
77446,"St. George, UT",116455946,190856,14,0,0,10714,11642,3119,10820,143495,0,11049
77500,"St. Helena, CA",16067136,8817,0,0,0,539,0,1159,696,4424,199,1796
77527,"St. Helens, OR",33765722,169564,0,0,11,1084,0,148457,1524,16639,25,1820
77554,"St. Ignace, MI",5521932,3703,0,0,1,323,0,38,146,2753,0,440
77581,"St. James, MN",5030730,5653,7,0,0,600,0,1774,216,1938,38,1077
77608,"St. James, MO",6294061,10170,0,0,0,173,0,84,241,9446,67,156
77618,"St. James, NC",8065604,1041,0,0,0,71,0,48,179,712,0,29
77635,"St. Johns, AZ",5578057,4939,0,0,0,723,0,0,44,4063,0,107
77662,"St. Johns, MI",10926384,14920,0,0,0,2001,0,1126,1659,6540,0,3592
77689,"St. Johnsbury, VT",8658804,11555,0,0,0,1378,0,211,361,7276,41,2285
77716,"St. Joseph, IL",7744155,10208,0,0,0,398,0,757,463,7028,254,1306
77743,"St. Joseph, MO--KS",108155863,201966,12,0,2,16378,73314,37984,7431,38920,4033,23887
77770,"St. Louis, MO--IL",2391104325,6339968,63173,0,10723,528025,234714,872473,335530,3514535,51737,729054
77797,"St. Maries, ID",3429396,3461,17,0,0,500,0,1222,209,1326,48,136
77824,"St. Martinville, LA",12646253,7441,0,0,0,476,0,1372,187,5153,0,251
77841,"St. Marys, KS",2725641,1384,0,0,0,22,0,12,33,884,385,47
77851,"St. Marys, OH",13782126,28638,0,0,0,1410,242,12148,1494,10125,31,3185
77878,"St. Marys, PA",17281806,12817,12,0,0,1527,0,2772,528,5599,14,2362
77905,"St. Marys, WV--OH",6767091,4641,0,0,7,393,0,86,32,3787,81,253
77932,"St. Marys--Kingsland, GA",81876738,43324,388,0,0,1191,0,1785,1846,37515,68,527
77986,"St. Pauls, NC",5976255,8724,0,0,0,79,0,30,88,8370,35,119
78013,"St. Peter, MN",11992193,19062,0,0,0,2263,0,6057,805,7833,17,2085
78026,"St. Simons, GA",23197698,20557,1558,0,0,1349,0,669,1631,13709,0,1638
78067,"Salamanca, NY",8325595,9456,0,0,0,1808,0,61,675,4741,79,2090
78094,"Salem, IL",14197894,44753,14,0,0,11907,0,3599,905,24987,763,2576
78121,"Salem, IN",10020133,18113,12,0,0,600,0,712,359,15481,124,822
78148,"Salem, MO",8990095,9139,0,0,0,657,0,279,273,7247,0,680
78175,"Salem, NJ",7211796,23002,11,0,0,1563,0,17638,382,442,0,2964
78202,"Salem, OH",29979217,43092,12,0,0,2954,0,7906,1488,23045,1418,6265
78229,"Salem, OR",196605931,343034,5417,0,48,29313,0,34325,21036,218477,303,34111
78256,"Salida, CO",12689389,11975,12,0,0,371,0,5265,351,4019,0,1955
78283,"Salina, KS",59371113,84929,5423,0,0,10174,0,14652,6023,31029,1425,16200
78310,"Salinas, CA",126976546,1384172,8949,0,0,9194,658,1152327,7823,179051,5,26162
78364,"Salisbury, MD--DE",183218478,226909,4339,0,199,22692,0,73506,12572,97774,91,15733
78418,"Sallisaw, OK",13981082,15990,0,0,0,1932,0,1100,335,11166,515,938
78445,"Salmon, ID",5297075,1328,17,0,0,106,0,19,37,1108,0,39
78472,"Saltillo, MS",11254200,3721,0,0,0,205,0,0,376,2912,4,223
78499,"Salt Lake City--West Valley City, UT",719699652,3267809,90114,0,0,106093,80655,1011798,174492,1405314,11576,387766
78526,"Saluda, SC",5694040,4301,0,0,0,143,0,98,93,3894,0,71
78553,"San Angelo, TX",121506853,191143,26107,0,0,15136,0,10319,8370,117903,63,13242
78580,"San Antonio, TX",1547469681,3514764,92903,0,0,295405,11896,597501,161045,2137804,11938,206268
78607,"San Carlos, AZ",10801984,3037,29,0,0,15,0,0,40,2881,29,41
78634,"Sandersville, GA",18092181,12045,3,0,0,642,0,5206,195,5068,73,856
78661,"San Diego, CA",1899682371,5113263,153155,0,58689,104983,1095403,373759,247169,2857344,3156,219602
78688,"San Diego, TX",4769404,3857,0,0,0,346,0,19,277,2970,0,243
78715,"Sandpoint, ID",21662294,30625,0,0,0,2324,0,1965,566,17408,7017,1341
78742,"Sandusky, MI",4631249,4817,0,0,0,473,0,783,329,2674,0,556
78769,"Sandusky, OH",78214026,141947,38,0,0,11366,189,20340,9477,77667,2843,20024
78823,"Sandy, OR",8123202,10020,0,0,0,230,0,2520,859,5674,0,735
78850,"Sanford, ME",16760379,22094,10,0,0,2245,0,20,1121,14142,0,4555
78877,"Sanford, NC",74963845,55555,0,0,0,1919,2234,4726,4819,38132,310,3413
78904,"San Francisco--Oakland, CA",1356417269,5817746,200667,0,124754,270431,689103,721109,325415,2647408,24984,813872
78931,"Sanger, CA",14646599,9355,0,0,0,1636,0,420,792,3728,3,2773
78958,"Sanger, TX",7921619,9946,0,0,0,734,0,709,515,6581,731,673
78985,"San Germán--Cabo Rojo--Sabana Grande, PR",247242727,0,0,0,0,0,0,0,0,0,0,0
79012,"San Joaquin, CA",2466572,758,0,0,0,99,0,0,147,178,1,332
79039,"San Jose, CA",739551057,2527969,83105,0,0,119309,234840,157623,158289,1414500,8377,351923
79066,"San Jose (Tinian Municipality), MP",9613541,0,0,0,0,0,0,0,0,0,0,0
79093,"San Juan, PR",2245257979,0,0,0,0,0,0,0,0,0,0,0
79120,"San Luis, AZ",9247075,8543,0,0,0,632,0,0,992,6604,0,315
79147,"San Luis Obispo, CA",52864831,243914,14382,0,0,9711,792,133172,4009,73880,787,7180
79174,"San Manuel, AZ",2514821,1524,0,0,0,118,0,0,206,936,0,263
79201,"San Marcos, TX",68740788,94665,0,0,0,8413,0,4699,3530,64235,9866,3919
79255,"San Saba, TX",4261839,1682,0,0,0,125,0,25,211,1146,10,161
79282,"Santa Barbara, CA",144597613,416048,20386,0,67,105990,1277,19226,15172,209495,3774,40657
79309,"Santa Clarita, CA",198798496,443700,47,0,0,50346,79398,39708,13287,227872,107,32930
79336,"Santa Cruz, CA",151029310,180516,49,0,0,6454,5186,6264,6725,122269,24,33542
79363,"Santa Fe, NM",137626997,192977,10634,0,0,27940,0,8193,10863,108819,29,26497
79390,"Santa Isabel, PR",12708399,0,0,0,0,0,0,0,0,0,0,0
79417,"Santa Maria, CA",75438727,187856,7932,0,0,29724,0,2357,6732,121819,5,19284
79444,"Santa Paula, CA",11381968,27242,6988,0,0,2143,0,415,814,13326,180,3373
79471,"Santaquin, UT",22472592,16886,0,0,0,619,0,118,611,13687,294,1554
79498,"Santa Rosa, CA",253767835,378397,13632,0,0,26365,1121,12132,18179,249741,1441,55782
79525,"Santa Rosa, NM",5664009,10504,0,0,0,87,0,31,56,9849,171,307
79537,"Santa Rosa Beach, FL",20152058,10272,0,0,0,184,0,30,862,9100,0,93
79552,"Santo Domingo Pueblo, NM",2640232,625,0,0,0,7,0,0,17,513,2,84
79579,"Saranac Lake, NY",11561825,8124,27,0,0,1731,0,3,211,4579,0,1570
79606,"Sarasota--Bradenton, FL",846295352,1243817,41457,0,259,54356,27857,39046,139740,933824,272,7002
79633,"Saratoga Springs, NY",117796495,153615,11210,0,0,21990,0,4916,5959,82644,424,26470
79687,"Sauk Centre, MN",7929594,8619,0,0,0,1120,0,632,420,5490,0,955
79714,"Sault Ste. Marie, MI",15146695,22649,0,0,2,3637,0,182,895,13475,72,4382
79741,"Savanna, IL--IA",5095745,17577,0,0,61,165,0,36,195,14746,1701,670
79768,"Savannah, GA",430492161,1359610,4081,0,118149,74475,595617,87474,39997,392470,2351,44993
79795,"Savannah, MO",7681654,11910,0,0,0,79,0,3,116,11560,0,150
79822,"Savannah, TN",20157455,11850,13,0,1,597,0,1276,482,8380,0,1099
79834,"Saw Creek, PA",14590387,2275,0,0,0,62,0,0,435,1364,0,411
79876,"Sayre, OK",3596707,2345,0,0,0,116,0,68,50,1880,4,225
79903,"Sayre--Waverly, PA--NY",24232640,42453,12,0,0,3795,0,13823,1823,14813,421,7764
79930,"Schulenburg, TX",4452091,3062,0,0,0,177,0,886,231,1499,135,132
79957,"Schuyler, NE",6566635,12219,0,0,0,572,9,6874,221,2967,1153,420
80011,"Scott City, KS",3913352,1326,0,0,0,100,0,11,118,768,49,277
80038,"Scott City, MO",10953942,16457,5891,0,0,120,0,286,201,8889,689,378
80065,"Scottsbluff, NE",34142066,248673,18,0,0,5082,216408,0,1665,14354,4263,6880
80092,"Scottsboro, AL",28780084,41484,1513,0,8,1128,0,12254,1117,24808,111,542
80119,"Scottsburg, IN",18789684,38830,0,0,0,1620,0,1772,991,32719,88,1638
80173,"Scottsville, KY",10336781,15444,0,0,0,545,0,10689,324,3654,0,230
80227,"Scranton, PA",442280309,752001,11542,0,0,82332,19095,45711,28537,389819,774,174188
80281,"Sealy, TX",8025509,33664,0,0,0,233,0,1148,297,31277,456,251
80308,"Searcy, AR",60693236,37020,50,0,0,9405,0,0,2556,21725,928,2355
80335,"Seaside, OR",13558336,13166,0,0,0,1196,0,153,449,9950,0,1415
80362,"Seaside--Monterey, CA",100228942,999620,10061,0,488,12801,0,806638,8135,133911,2,27581
80389,"Seattle, WA",2614905764,6589883,256000,73728,162128,569776,172540,106429,564345,4003162,20284,661486
